Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
TSRTC - 7931,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:00,17:30,07h 30m,INR 504,29 Seats available,"2.3
16",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
TSRTC - 7916,Lahari Non A/C Sleeper Cum Seater,11:00,18:30,07h 30m,INR 504,38 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
TSRTC - 7944,LAHARI A/C SLEEPER CUM SEATER,12:10,19:40,07h 30m,INR 611,44 Seats available,"4.2
22",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
TSRTC - 7933,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:10,20:40,07h 30m,INR 504,31 Seats available,"3.0
19",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
TSRTC - 7934,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:50,21:20,07h 30m,INR 504,29 Seats available,"3.1
23",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
TSRTC - 1139,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),14:20,21:00,06h 40m,INR 611,36 Seats available,"3.2
41",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
TSRTC - 7904,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:40,22:10,07h 30m,INR 504,31 Seats available,"1.6
14",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
TSRTC - 2611,Lahari Non A/C Sleeper Cum Seater,15:30,22:40,07h 10m,INR 504,42 Seats available,"4.0
13",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
TSRTC - 1947,RAJDHANI (A.C. Semi Sleeper),15:45,22:45,07h 00m,INR 611,34 Seats available,"1.7
13",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
TSRTC - 7920,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:20,23:50,07h 30m,INR 504,29 Seats available,"1.9
10",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
Orange Tours And Travels,Volvo Multi-Axle A/C Semi Sleeper (2+2),18:00,23:15,05h 15m,INR 550,32 Seats available,"3.6
317",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
Sahara Tours and Travels,A/C Sleeper (2+1),22:30,04:45,06h 15m,INR 650,4 Seats available,"3.7
161",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
MDK TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),22:30,05:30,07h 00m,399,25 Seats available,"3.5
284",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
GDR Tours and Travels,Bharat Benz A/C Seater (2+2),17:30,22:45,05h 15m,497,41 Seats available,"3.3
317",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
Savera Tours and Travels,NON A/C Sleeper (2+1),22:15,05:30,07h 15m,INR 599,11 Seats available,"3.4
99",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
TSRTC - 9444,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:10,03:25,03h 15m,INR 283,10 Seats available,"3.5
10",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7299,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:30,04:30,03h 00m,INR 283,13 Seats available,"4.4
15",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7659,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",02:30,05:30,03h 00m,INR 283,16 Seats available,"3.9
23",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7350,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:30,06:45,03h 15m,INR 283,18 Seats available,"3.1
8",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7291,LAHARI A/C SLEEPER CUM SEATER,03:35,06:45,03h 10m,INR 343,8 Seats available,"1.3
14",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7056,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:10,07:10,03h 00m,INR 283,22 Seats available,"2.8
13",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7002,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:00,08:00,03h 00m,INR 283,18 Seats available,"3.3
24",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 9849,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:30,10:00,04h 30m,INR 283,22 Seats available,3.2,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7110,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:00,09:00,03h 00m,INR 283,20 Seats available,"3.9
17",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7689,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:20,09:20,03h 00m,INR 283,30 Seats available,"3.9
11",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7032,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:30,09:30,03h 00m,INR 283,26 Seats available,"4.6
18",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7699,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:40,09:40,03h 00m,INR 283,27 Seats available,"4.3
8",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7012,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:10,10:10,03h 00m,INR 283,17 Seats available,"3.9
14",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 8081,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:30,11:45,04h 15m,INR 283,27 Seats available,3.2,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7476,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:30,11:15,03h 45m,INR 283,21 Seats available,"3.5
8",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
IRA Travels,A/C Sleeper (2+1),05:30,09:05,03h 35m,INR 600,24 Seats available,"3.1
4",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
Morning Star Travels,Scania AC Multi Axle Sleeper (2+1),03:40,08:45,05h 05m,INR 500,18 Seats available,2.7,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
Orange Tours And Travels,A/C Sleeper (2+1),05:45,09:20,03h 35m,INR 700,27 Seats available,"2.9
27",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),05:00,08:00,03h 00m,INR 900,20 Seats available,"1.3
9",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
IPS Bus Service,NON A/C Sleeper (2+2),15:30,18:40,03h 10m,INR 1500,36 Seats available,1.6,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
